Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Isolate	Organism Infraspecific Names Strain	Assembly Release Date	Assembly BioSample Accession	Assembly BioSample Isolate	Assembly BioSample Strain	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Latitude and Longitude	Assembly BioSample Collection date	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Ecotype	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly Type
GCA_002702985.1	Methanobacteriota archaeon	2026739	NAT150		2017-10-24	SAMN07618773	NAT150		marine water sample	Atlantic Ocean: North Atlantic Ocean		2012	not applicable					haploid
GCA_002703075.2	Methanobacteriota archaeon	2026739	MED853		2018-06-20	SAMN07618762	MED853		marine water sample	Mediterranean Sea		2009	not applicable					haploid
GCA_002703125.1	Methanobacteriota archaeon	2026739	MED846		2017-10-24	SAMN07618761	MED846		marine water sample	Mediterranean Sea		2009	not applicable					haploid
GCA_002703295.1	Methanobacteriota archaeon	2026739	EAC12		2017-10-24	SAMN07618725	EAC12		marine water sample	Indian Ocean: Eastern Africa Coastal Province		2010	not applicable					haploid
GCA_002704515.1	Methanobacteriota archaeon	2026739	MED790		2017-10-25	SAMN07618759	MED790		marine water sample	Mediterranean Sea		2009	not applicable					haploid
GCA_002704585.1	Methanobacteriota archaeon	2026739	MED770		2017-10-25	SAMN07618758	MED770		marine water sample	Mediterranean Sea		2009	not applicable					haploid
GCA_002704705.1	Methanobacteriota archaeon	2026739	MED760		2017-10-25	SAMN07618757	MED760		marine water sample	Mediterranean Sea		2009	not applicable					haploid
GCA_002704975.1	Methanobacteriota archaeon	2026739	NAT204		2017-10-25	SAMN07618776	NAT204		marine water sample	Atlantic Ocean: North Atlantic Ocean		2012	not applicable					haploid
GCA_002705285.1	Methanobacteriota archaeon	2026739	NAT186		2017-10-25	SAMN07618775	NAT186		marine water sample	Atlantic Ocean: North Atlantic Ocean		2012	not applicable			true	contaminated	haploid
GCA_002705345.1	Methanobacteriota archaeon	2026739	MED807		2017-10-25	SAMN07618760	MED807		marine water sample	Mediterranean Sea		2009	not applicable					haploid
GCA_002706065.1	Methanobacteriota archaeon	2026739	SAT95		2017-10-25	SAMN07618869	SAT95		South Atlantic Ocean	Atlantic Ocean		2011	not applicable					haploid
GCA_002706615.1	Methanobacteriota archaeon	2026739	SAT38		2017-10-25	SAMN07618865	SAT38		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002706635.1	Methanobacteriota archaeon	2026739	SAT44		2017-10-25	SAMN07618866	SAT44		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable			true	contaminated	haploid
GCA_002706825.1	Methanobacteriota archaeon	2026739	SAT78		2017-10-25	SAMN07618867	SAT78		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002707335.2	Methanobacteriota archaeon	2026739	SAT2971		2018-06-20	SAMN07618864	SAT2971		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002708015.1	Methanobacteriota archaeon	2026739	SAT218		2017-10-25	SAMN07618861	SAT218		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002708275.1	Methanobacteriota archaeon	2026739	SAT2781		2017-10-25	SAMN07618863	SAT2781		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002708385.1	Methanobacteriota archaeon	2026739	SAT2681		2017-10-25	SAMN07618862	SAT2681		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002708695.1	Methanobacteriota archaeon	2026739	SP175		2017-10-25	SAMN07618875	SP175		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002708745.1	Methanobacteriota archaeon	2026739	SP172		2017-10-25	SAMN07618874	SP172		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable			true	contaminated	haploid
GCA_002708785.1	Methanobacteriota archaeon	2026739	SP170		2017-10-25	SAMN07618873	SP170		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002709285.1	Nitrososphaerota archaeon	2026795	SP139		2017-10-25	SAMN07620162	SP139		South Pacific Ocean	Pacific Ocean		2012	not applicable					haploid
GCA_002709705.1	Methanobacteriota archaeon	2026739	SP143		2017-10-25	SAMN07618872	SP143		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002710015.1	Methanobacteriota archaeon	2026739	SAT205		2017-10-25	SAMN07618860	SAT205		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002710035.1	Methanobacteriota archaeon	2026739	SP117		2017-10-25	SAMN07618871	SP117		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002710205.1	Methanobacteriota archaeon	2026739	SAT94		2017-10-25	SAMN07618868	SAT94		South Atlantic Ocean	Atlantic Ocean		2011	not applicable					haploid
GCA_002710505.1	Nitrososphaerota archaeon	2026795	SAT71		2017-10-25	SAMN07620161	SAT71		South Atlantic Ocean	Atlantic Ocean		2012	not applicable			true	contaminated	haploid
GCA_002711575.1	Methanobacteriota archaeon	2026739	SP100		2017-10-25	SAMN07618870	SP100		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002711795.1	Methanobacteriota archaeon	2026739	SAT190		2017-10-25	SAMN07618859	SAT190		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002711985.1	Methanobacteriota archaeon	2026739	SAT178		2017-10-25	SAMN07618858	SAT178		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002712285.1	Methanobacteriota archaeon	2026739	SAT165		2017-10-25	SAMN07618857	SAT165		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002712495.1	Methanobacteriota archaeon	2026739	SAT157		2017-10-25	SAMN07618855	SAT157		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002712545.1	Methanobacteriota archaeon	2026739	SAT1554		2017-10-25	SAMN07618853	SAT1554		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002712575.1	Methanobacteriota archaeon	2026739	SAT1553		2017-10-25	SAMN07618852	SAT1553		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002712645.1	Methanobacteriota archaeon	2026739	SAT1510		2017-10-25	SAMN07618851	SAT1510		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002712685.1	Methanobacteriota archaeon	2026739	SAT1504		2017-10-25	SAMN07618850	SAT1504		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002712805.2	Methanobacteriota archaeon	2026739	SAT1485		2018-06-20	SAMN07618849	SAT1485		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002712925.1	Methanobacteriota archaeon	2026739	SAT1460		2017-10-25	SAMN07618848	SAT1460		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002713185.1	Methanobacteriota archaeon	2026739	SAT1390		2017-10-25	SAMN07618846	SAT1390		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002713205.1	Nitrososphaerota archaeon	2026795	SAT139		2017-10-25	SAMN07620155	SAT139		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002713325.1	Nitrososphaerota archaeon	2026795	SAT137		2017-10-25	SAMN07620160	SAT137		South Atlantic Ocean	Atlantic Ocean		2009	not applicable					haploid
GCA_002713585.1	Methanobacteriota archaeon	2026739	SAT164		2017-10-25	SAMN07618856	SAT164		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002713665.1	Methanobacteriota archaeon	2026739	SAT1567		2017-10-25	SAMN07618854	SAT1567		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002713925.1	Methanobacteriota archaeon	2026739	SAT143		2017-10-25	SAMN07618847	SAT143		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002714305.1	Methanobacteriota archaeon	2026739	SAT1329		2017-10-25	SAMN07618844	SAT1329		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002714545.1	Methanobacteriota archaeon	2026739	SAT122		2017-10-25	SAMN07618843	SAT122		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable			true	contaminated	haploid
GCA_002714605.1	Methanobacteriota archaeon	2026739	SAT116		2017-10-25	SAMN07618842	SAT116		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002714745.1	Methanobacteriota archaeon	2026739	SAT11		2017-10-25	SAMN07618840	SAT11		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002714905.1	Methanobacteriota archaeon	2026739	SAT1347		2017-10-25	SAMN07618845	SAT1347		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002715245.1	Methanobacteriota archaeon	2026739	SAT1145		2017-10-25	SAMN07618841	SAT1145		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002715325.1	Methanobacteriota archaeon	2026739	SAT102		2017-10-25	SAMN07618839	SAT102		marine water sample	Atlantic Ocean: South Atlantic Ocean		2010	not applicable					haploid
GCA_002715545.1	Methanobacteriota archaeon	2026739	SP79		2017-10-25	SAMN07618921	SP79		South Pacific Ocean	Pacific Ocean		2009	not applicable					haploid
GCA_002715725.1	Methanobacteriota archaeon	2026739	SP67		2017-10-25	SAMN07618920	SP67		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002716085.1	Methanobacteriota archaeon	2026739	SP88		2017-10-25	SAMN07618922	SP88		South Pacific Ocean	Pacific Ocean		2010	not applicable					haploid
GCA_002716785.1	Methanobacteriota archaeon	2026739	SP4145		2017-10-25	SAMN07618918	SP4145		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002717165.1	Nitrososphaerota archaeon	2026795	SP3992		2017-10-25	SAMN07620163	SP3992		South Pacific Ocean	Pacific Ocean		2011	not applicable					haploid
GCA_002717835.1	Methanobacteriota archaeon	2026739	SP42		2017-10-25	SAMN07618919	SP42		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002718195.1	Methanobacteriota archaeon	2026739	SP339		2017-10-25	SAMN07618917	SP339		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable			true	contaminated	haploid
GCA_002718215.1	Methanobacteriota archaeon	2026739	SP338		2017-10-25	SAMN07618916	SP338		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002718575.1	Methanobacteriota archaeon	2026739	SP3107		2017-10-25	SAMN07618912	SP3107		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable			true	contaminated	haploid
GCA_002718695.1	Methanobacteriota archaeon	2026739	SP3092		2017-10-25	SAMN07618910	SP3092		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002718755.1	Methanobacteriota archaeon	2026739	SP3088		2017-10-25	SAMN07618909	SP3088		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002718915.1	Methanobacteriota archaeon	2026739	SP307		2017-10-25	SAMN07618906	SP307		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002718975.1	Methanobacteriota archaeon	2026739	SP3074		2017-10-25	SAMN07618907	SP3074		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002718995.2	Methanobacteriota archaeon	2026739	SP3063		2018-06-20	SAMN07618902	SP3063		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719015.1	Methanobacteriota archaeon	2026739	SP3066		2017-10-25	SAMN07618903	SP3066		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719035.1	Methanobacteriota archaeon	2026739	SP3067		2017-10-25	SAMN07618904	SP3067		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719055.1	Methanobacteriota archaeon	2026739	SP3062		2017-10-25	SAMN07618901	SP3062		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719255.1	Methanobacteriota archaeon	2026739	SP3042		2017-10-25	SAMN07618897	SP3042		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719265.1	Methanobacteriota archaeon	2026739	SP3051		2017-10-25	SAMN07618898	SP3051		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719355.1	Methanobacteriota archaeon	2026739	SP3038		2017-10-25	SAMN07618896	SP3038		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719395.1	Methanobacteriota archaeon	2026739	SP303		2017-10-25	SAMN07618895	SP303		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719455.1	Methanobacteriota archaeon	2026739	SP3027		2017-10-25	SAMN07618894	SP3027		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719475.1	Methanobacteriota archaeon	2026739	SP3025		2017-10-25	SAMN07618893	SP3025		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable			true	contaminated	haploid
GCA_002719555.1	Methanobacteriota archaeon	2026739	SP3010		2017-10-25	SAMN07618889	SP3010		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719615.1	Methanobacteriota archaeon	2026739	SP3014		2017-10-25	SAMN07618891	SP3014		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719635.1	Methanobacteriota archaeon	2026739	SP3012		2017-10-25	SAMN07618890	SP3012		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719655.1	Methanobacteriota archaeon	2026739	SP322		2017-10-25	SAMN07618915	SP322		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719795.1	Methanobacteriota archaeon	2026739	SP3115		2017-10-25	SAMN07618913	SP3115		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719815.1	Methanobacteriota archaeon	2026739	SP314		2017-10-25	SAMN07618914	SP314		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719965.1	Methanobacteriota archaeon	2026739	SP3093		2017-10-25	SAMN07618911	SP3093		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002719975.1	Methanobacteriota archaeon	2026739	SP3087		2017-10-25	SAMN07618908	SP3087		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable			true	contaminated	haploid
GCA_002720055.1	Methanobacteriota archaeon	2026739	SP3068		2017-10-25	SAMN07618905	SP3068		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002720095.2	Methanobacteriota archaeon	2026739	SP3059		2018-06-20	SAMN07618900	SP3059		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002720115.1	Methanobacteriota archaeon	2026739	SP3054		2017-10-25	SAMN07618899	SP3054		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002720275.1	Methanobacteriota archaeon	2026739	SP3024		2017-10-25	SAMN07618892	SP3024		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002720395.1	Methanobacteriota archaeon	2026739	SP3007		2017-10-25	SAMN07618888	SP3007		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002721085.1	Methanobacteriota archaeon	2026739	SP297		2017-10-25	SAMN07618887	SP297		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002721855.1	Methanobacteriota archaeon	2026739	SP231		2017-10-25	SAMN07618884	SP231		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002722075.1	Methanobacteriota archaeon	2026739	SP277		2017-10-25	SAMN07618886	SP277		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002722135.1	Methanobacteriota archaeon	2026739	SP272		2017-10-25	SAMN07618885	SP272		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002722595.1	Methanobacteriota archaeon	2026739	SP210		2017-10-25	SAMN07618881	SP210		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002722615.1	Methanobacteriota archaeon	2026739	SP209		2017-10-25	SAMN07618880	SP209		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002722625.1	Methanobacteriota archaeon	2026739	SP214		2017-10-25	SAMN07618883	SP214		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable			true	contaminated	haploid
GCA_002722695.1	Methanobacteriota archaeon	2026739	SP207		2017-10-25	SAMN07618878	SP207		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002722735.1	Methanobacteriota archaeon	2026739	SP208		2017-10-25	SAMN07618879	SP208		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002723045.1	Methanobacteriota archaeon	2026739	SP192		2017-10-25	SAMN07618877	SP192		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002723115.1	Methanobacteriota archaeon	2026739	SP189		2017-10-25	SAMN07618876	SP189		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable			true	contaminated	haploid
GCA_002723635.1	Methanobacteriota archaeon	2026739	SP212		2017-10-25	SAMN07618882	SP212		marine water sample	Pacific Ocean: South Pacific Ocean		2011	not applicable					haploid
GCA_002724175.1	Methanobacteriota archaeon	2026739	RS823		2017-10-26	SAMN07618838	RS823		Red Sea	Saudi Arabia: Red Sea		2010	not applicable					haploid
GCA_002724535.1	Methanobacteriota archaeon	2026739	RS375		2017-10-26	SAMN07618822	RS375		marine water sample	Saudi Arabia: Red Sea		2010	not applicable					haploid
GCA_002724655.1	Methanobacteriota archaeon	2026739	RS356		2017-10-26	SAMN07618820	RS356		marine water sample	Saudi Arabia: Red Sea		2010	not applicable					haploid
GCA_002724775.1	Methanobacteriota archaeon	2026739	RS352		2017-10-26	SAMN07618818	RS352		marine water sample	Saudi Arabia: Red Sea		2010	not applicable					haploid
